,Customer_Name,Similar_Name
1527,lk13q1-lenovo lite 4,lk13q1-lenovo lite 5
1528,lk13q1-lenovo lite 4,lk13q1-lenovo lite 6
1529,lk13q1-lenovo lite 4,lk13q1-lenovo lite 7
1530,lk13q1-lenovo lite 4,lk13q1-lenovo lite 8
1531,lk13q1-lenovo lite 4,lk13q1-lenovo lite 9
1532,lk13q1-lenovo lite 5,lk13q1-lenovo lite 6
1533,lk13q1-lenovo lite 5,lk13q1-lenovo lite 7
1534,lk13q1-lenovo lite 5,lk13q1-lenovo lite 8
1535,lk13q1-lenovo lite 5,lk13q1-lenovo lite 9
1536,lk13q1-lenovo lite 6,lk13q1-lenovo lite 7
1537,lk13q1-lenovo lite 6,lk13q1-lenovo lite 8
1538,lk13q1-lenovo lite 6,lk13q1-lenovo lite 9
1539,lk13q1-lenovo lite 7,lk13q1-lenovo lite 8
1540,lk13q1-lenovo lite 7,lk13q1-lenovo lite 9
1541,lk13q1-lenovo lite 8,lk13q1-lenovo lite 9
1542,lloyds tsb bank,lloyds tsb bank plc
1543,lockheed martin,lockheed martin - alabama
1544,lockheed martin,"lockheed martin - arlington, va"
1545,lockheed martin,lockheed martin - federal contracts
1546,lockheed martin,lockheed martin - novec
1547,lockheed martin,lockheed martin - tx
1548,lockheed martin,lockheed martin australia pty ltd
1549,lockheed martin,lockheed martin business technology
1550,lockheed martin,lockheed martin corporation
1551,lockheed martin,"lockheed martin services, inc."
1552,lockheed martin,lockheed martin uk ampthill ltd.
1553,loews corporation,loews hotels
1554,loews corporation,loews hotels holding corporation
1555,loews corporation,loews hotels inc
1556,loews hotels,loews hotels holding corporation
1557,loews hotels,loews hotels inc
1558,loop llc,loop partners
1559,luye pharma,luye pharma ag
1560,lva landesversicherungsanstalt,lva landesversicherungsanstalt saarland (deutsche rentenversicheru
1561,lynden inc,lynden incorporated
1562,macfarlane group,macfarlane group uk ltd
1563,maeda corporation,maeda corporation
1564,maf,maf ventures llc
1565,magna powertrain,magna powertrain bad homburg gmbh
1566,magna powertrain,magna powertrain hückeswagen gmbh
1567,maharam,maharam fabric corp
1568,maharam,maharam fabric corporation
1569,maiden global,maiden global servicing company
1570,maiden global,maiden global servicing company
1571,mainland information systems,mainland information systems ltd.
1572,mammoet holding bv,mammoet holding bv
1573,mammoet usa inc,mammoet usa inc
1574,management planning,media planning ltd
1575,manitowoc co.,"manitowoc company, inc."
1576,manningham city council,manningham city council
1577,mantech,mantech - va
1578,mantech,mantech international
1579,mantech,mantech international corp
1580,mantech international,mantech international corp
1581,mapfre,mapfre argentina
1582,mapfre,mapfre argentina
1583,mapfre,mapfre atlas compañía de seguros
1584,mapfre,mapfre atlas compañía de seguros s.a.
1585,mapfre,mapfre bhd
1586,mapfre,mapfre bhd
1587,mapfre,mapfre brazil
1588,mapfre,mapfre brazil
1589,mapfre,mapfre chile
1590,mapfre,mapfre chile
1591,mapfre,mapfre colombia
1592,mapfre,mapfre colombia
1593,mapfre,mapfre colombia vida seguros s.a
1594,mapfre,mapfre colombia vida seguros s.a
1595,mapfre,mapfre genel sigorta a.s.
1596,mapfre,mapfre informatica
1597,mapfre,mapfre insular insurance
1598,mapfre,mapfre insular insurance corporation
1599,mapfre,mapfre insular insurance corporation
1600,mapfre,mapfre insular insurance corporation
1601,mapfre,mapfre la centroamericana
1602,mapfre,mapfre la centroamericana
1603,mapfre,mapfre paraguay
1604,mapfre,mapfre paraguay
1605,mapfre,mapfre peru
1606,mapfre,mapfre peru
1607,mapfre,"mapfre portugal - seguros de vida,"
1608,mapfre,"mapfre portugal - seguros de vida, s.a."
1609,mapfre,mapfre puerto rico
1610,mapfre,mapfre tepeyac
1611,mapfre,mapfre tepeyac
1612,mapfre,mapfre usa corp (formerly known as
1613,mapfre,mapfre usa corp (formerly known as
1614,mapfre,mapfre usa corp (formerly known as commerce insurance company)
1615,mapfre,mapfre usa corp (formerly known as commerce insurance company)
1616,mapfre,mapfre vera seguradora s/a
1617,mapfre,mapfre vera seguradora s/a
1618,mapfre argentina,mapfre argentina
1619,mapfre bhd,mapfre bhd
1620,mapfre brazil,mapfre brazil
1621,mapfre chile,mapfre chile
1622,mapfre colombia,mapfre colombia
1623,mapfre colombia,mapfre colombia vida seguros s.a
1624,mapfre colombia,mapfre colombia vida seguros s.a
1625,mapfre colombia,mapfre colombia vida seguros s.a
1626,mapfre colombia,mapfre colombia vida seguros s.a
1627,mapfre insular insurance,mapfre insular insurance corporation
1628,mapfre insular insurance,mapfre insular insurance corporation
1629,mapfre insular insurance,mapfre insular insurance corporation
1630,mapfre la centroamericana,mapfre la centroamericana
1631,mapfre paraguay,mapfre paraguay
1632,mapfre peru,mapfre peru
1633,mapfre tepeyac,mapfre tepeyac
1634,marathon,marathon asset management
1635,markel corporation,markel international
1636,market metrics,market metrics
1637,marposs gmbh,marposs spa
1638,marsh inc,marsh ltd
1639,martin gmbh,martin health systems
1640,marubeni corporation,marubeni corporation
1641,"marubeni-itochu tubulars america,","marubeni-itochu tubulars america, inc."
1642,marval software limited,marval software limited
1643,marval software limited,marval software limited
1644,marval software limited,marval software limited
1645,mary kay,mary kay inc.
1646,massachusetts general hospital,the massachusetts general hospital
1647,mastek limited,mastek ltd
1648,match.com,match.com international
1649,materialise nv,materialise nv - be
1650,matrix consulting,matrix medical
1651,matrix42 ag,matrix42 ag
1652,matrix42 ag,matrix42 b.v. oem
1653,matrix42 ag,matrix42 b.v. oem
1654,maverick transportation,maverick usa
1655,max-planck-institut für,max-planck-institut für gesellschaftsforschung
1656,max-planck-institut für,max-planck-institut für informatik
1657,max-planck-institut für,max-planck-institut für informatik (mmci)
1658,max-planck-institut für,max-planck-institut für plasmaphysik
1659,max-planck-institut für,max-planck-institut für softwaresysteme
1660,max-planck-institut für,max-planck-institut für sonnensystemforschung
1661,mazars,mazars france
1662,mazars,mazars gmbh & co. kg
1663,mazars,mazars llp
1664,mazars,mazars nl
1665,mazars,mazars paardekooper hoffman nv
1666,mazars,mazars paardekooper hoffmann n.v.
1667,mazars,mazars russia
1668,mazars france,mazars llp
1669,mbda,mbda deutschland gmbh
1670,mbda,mbda france
1671,mbda,mbda italia spa
1672,mbda,mbda uk limited
1673,mbda france,mbda uk limited
1674,mcgladrey llp,mcgladrey llp (n/a)
1675,mcgladrey llp,mcgladrey llp parent account
1676,mckesson,mckesson
1677,mckesson,mckesson - ga
1678,mckesson,mckesson canada
1679,mckesson,mckesson corporation
1680,mckesson,mckesson corporation-ca
1681,mckesson,mckesson information solutions uk ltd
1682,mckesson,mckesson surgical-medical
1683,mckesson,mckesson - ga
1684,mckesson,mckesson canada
1685,mckesson,mckesson corporation
1686,mckesson,mckesson corporation-ca
1687,mckesson,mckesson information solutions uk ltd
1688,mckesson,mckesson surgical-medical
1689,mckesson canada,mckesson corporation
1690,mckinsey & company,mckinsey & company inc
1691,mechanics bank,mechanics bank-ca
1692,mechanics bank,mechanics savings bank
1693,media transfer services,media transfer services
1694,medical protective,protective group
1695,medical protective,protective life insurance
1696,mediq,mediq b.v.
1697,mediq,mediq direct
1698,mediq b.v.,mediq direct
1699,meggitt plc,meggitt plc atlantic house
1700,melbourne health,melbourne health - payroll
1701,melbourne health,melbourne it group
1702,melbourne health,melbourne water corporation
1703,melbourne health,university of melbourne
1704,memorial hospital,robinson memorial hospital
1705,memorial hospital,sarasota memorial hospital
1706,memorial hospital,sweetwater county memorial hospital
1707,meritage homes,meritage homes corporation
1708,meritain health,meritain health/aetna
1709,merrill lynch,merrill lynch global services
1710,merrill lynch,merrill lynch japan securities
1711,mesto most,statutarni mesto most
1712,methodist hospital,methodist hospital system
1713,methodist hospital,southern methodist university
1714,metropolitan council,walsall metropolitan borough council
1715,metropolitan washington airports,metropolitan washington airports authority
1716,mib group,mib inc
1717,microage kingston,microage kingston # 5
1718,microsoft corporation,microsoft mobile oy
1719,midwest bank,town and country bank midwest
1720,milliman,milliman - ct
1721,milliman,milliman - wayne pa
1722,milliman,milliman inc
1723,ministry of finance,ministry of finance
1724,miradore,miradore
1725,mirixa,mirixa corporation
1726,mishcon de reya,mishcon de reya llp
1727,mitek industries,"mitek usa, inc."
1728,mitsubishi corporation,mitsubishi corporation (it-frontier)
1729,mitsubishi corporation,mitsubishi electric
1730,mitsubishi corporation,mitsubishi electric corporation
1731,mitsubishi corporation,mitsubishi motors corporation
1732,mitsubishi corporation,mitsubishi motors corporation
1733,mitsubishi electric,mitsubishi electric corporation
1734,mitsubishi electric,mitsubishi electric europe bv
1735,mitsubishi motors corporation,mitsubishi motors corporation
1736,mizuho securities,mizuho securities usa inc
1737,mizuho securities,mizuho securities usa inc.
1738,mizuho securities,"mizuho securities usa, inc."
1739,mnrb holdings berhad,mnrb holdings berhad
1740,mod,mod abbeywood
1741,mod,mod c/o british telecom plc
1742,mod,mod c/o fujitsu
1743,mod,mod c/o fujitsu – rfq modmastcat – 2601
1744,mod,mod c/o fujitsu rfq-dcns-501
1745,mod,mod corsham
1746,mod,mod corsham c/o hp enterprise services
1747,mod,mod corsham c/o prolinx
1748,mod,mod corsham iss pl serv
1749,mod,mod dii central budget d2407g
1750,mod,mod feltham - dgc
1751,mod,mod israel
1752,mod,mod iss
1753,mod,mod it gmbh
1754,mod,mod main building
1755,mod,mod mcs ia
1756,mod,mod taf16-01 c/0 fujitsu
1757,mod corsham,mod corsham c/o hp enterprise services
1758,mod corsham,mod corsham c/o prolinx
1759,mod corsham,mod corsham iss pl serv
1760,montgomery bank,montgomery county school district
1761,moody's corporation,moody's investors services
1762,morgan properties,morgan properties chartleytowne
1763,morgan properties,morgan properties chartleytowne (ct)
1764,mtm technologies,"mtm technologies inc - ct, stamford"
1765,mumbai international airport,mumbai international airport limited
1766,mumbai international airport,mumbai international airport limited
1767,munich re,munich re america corporation
1768,munich re,munich re trading llc
1769,murex,murex advanced technologies
1770,murex,murex services s.a.l
1771,murex,murex southeast asia pte. ltd.
1772,murray city,murray company
1773,murray city,murray school district
1774,murray company,murray school district
1775,mutual bank,teachers mutual bank
1776,mutual bank,teachers mutual bank ltd
1777,nacco,nacco materials
1778,nanchang wanda,wanda vista nanchang
1779,nasa,nasa (ksc)
1780,nasa,nasa - goddard space flight center
1781,nasa,nasa - marshall space flight center
1782,nasa,nasa - russia services group
1783,nasa,nasa ames research center
1784,nasa,nasa federal credit union
1785,nasa,nasa goddard space center
1786,nasa,nasa goddard space flight center
1787,nasa,nasa hq hitss
1788,nasa,nasa johnson space center
1789,nashville holding company/citizens,nashville holding company/citizens bank
1790,national fuel,nuclear fuel services
1791,national grid,national grid gas plc
1792,national treasury,treasury solicitors
1793,natixis,natixis (london)
1794,natixis,natixis global associates
1795,ncc group,ncc group - service management
1796,ncr corporation,ncr government systems llc
1797,nds americas,nds ltd
1798,nds china,nds ltd
1799,nds ltd,nds technologies france
1800,nds ltd,"nds technology (beijing) co., ltd"
1801,nebraska furniture mart,nebraska furniture mart inc
1802,nec australia,nec corporation
1803,nec australia,nec it services australia pty ltd
1804,netsourcing,netsourcing bv
1805,network housing group,network housing group ltd
1806,network ten,region ten
1807,newcastle university,university of newcastle
1808,newcastle university,university of newcastle
1809,nexans,nexans france
1810,nexus,nexus infrastructure
1811,nexus,tlm nexus
1812,nhs lanarkshire,north lanarkshire council
1813,nhs northamptonshire,nhs northamptonshire provider services
1814,nhs northamptonshire,northamptonshire county council
1815,nhs tayside,tayside nhs board
1816,nidek,"nidek co., ltd."
1817,nidwaldner kantonalbank,nkb nidwaldner kantonalbank
1818,nielsen,pedersen & nielsen automobilforretning a/s
1819,nieuwenhuis groep,nieuwenhuis groep bv
1820,nippon express,nippon express usa inc
1821,noaa,noaa - fisheries svc. alaska fisher
1822,noaa,noaa - fisheries svc. alaska fisher science center
1823,noaa,noaa - fisheries svc. alaska fisheries
1824,noaa,noaa - great lakes environmental
1825,noaa,noaa - nmfs pacific islands
1826,noaa,noaa - nmfs pacific islands fisheries science center
1827,noaa,noaa - nmfs pacific island
1828,noaa,noaa - nmfs pacific island regional office
1829,noaa,noaa - southeast fisheries science center
1830,noaa,noaa fisheries office of science &
1831,noaa,noaa fisheries office of science & technology
1832,noaa,noaa fisheries service -
1833,noaa,noaa fisheries service - alaska region
1834,noaa,"noaa fisheries service, southwest r omid long beach"
1835,noaa,"noaa fisheries service, southwest region"
1836,noaa,noaa greater atlantic field office (garfo)
1837,noaa,noaa national oceanic and atmospheric administration
1838,noaa,noaa nmfs nw regional office
1839,noaa,noaa northeast fisheries science
1840,noaa,noaa northwest fisheries science ce
1841,noaa,noaa northwest fisheries science center
1842,noaa,noaa radar operations center
1843,noaa,noaa sw fisheries science center
1844,noaa,noaa swfsc nmfs fed
1845,noble energy,noble energy inc
1846,nokia corporation,nokia solutions and networks o
1847,norbert dentressangle,norbert dentressangle informatique
1848,nordstrom,nordstrom corporate data center
1849,norisk it-groep,norisk it-groep b.v.
1850,northeast bank,northeast community college
1851,northeast bank,northeast credit union
1852,northeast bank,northeast retirement services
1853,northgate arinso,northgate arinso
1854,northrop grumman,"northrop grumman - baltimore, md"
1855,northrop grumman,northrop grumman - texas department
1856,northrop grumman,northrop grumman corp (federal)
1857,northrop grumman,northrop grumman corp. (federal)
1858,northrop grumman,northrop grumman corporation
1859,northrop grumman,northrop grumman corporation - ca
1860,northrop grumman,northrop grumman enterprise management services corporation
1861,northrop grumman,northrop grumman information technology ltd
1862,northrop grumman,northrop grumman it (uk)
1863,northrop grumman,northrop grumman litef gmbh
1864,northrop grumman,northrop grumman mission sys
1865,northrop grumman,northrop grumman space & mission
1866,northrop grumman,northrop grumman space & mission systems corp.
1867,northrop grumman,northrop grumman space technology
1868,northrop grumman,northrop grumman systems
1869,northrop grumman,northrop grumman systems corporation
1870,northrop grumman corporation,northrop grumman systems corporation
1871,northrop grumman systems,northrop grumman systems corporation
1872,northwest university,purdue university northwest
1873,northwest university,the northwest company
1874,norton healthcare,norton healthcare limited
1875,nottingham building society,the nottingham building society
1876,nova networks,nova networks inc
1877,novus group,novus international
1878,novus group,novus ti
1879,novus international,novus ti
1880,nrd houston,university of houston
1881,nrd pittsburgh,university of pittsburgh
1882,ntt data getronics,ntt data getronics
1883,nuffield college,nuffield trust
1884,nutrixo,nutrixo direction des systemes d'informatio
1885,nuveen investments,"nuveen investments holdings, inc"
1886,o2,telefonica o2
1887,o2,"telefonica o2 czech republic,"
1888,oasis,oasis petroleum
1889,oddo,oddo et cie
1890,ogden city,ogden school district
1891,ohio state university,ohio state university -
1892,ohio state university,ohio state university 2
1893,old mutual,old mutual asset managers (uk) limited
1894,old mutual,old mutual global investors
1895,oldcastle,oldcastle it service manager
1896,olympus corporation,"olympus group, inc."
1897,omgeo,omgeo llc
1898,omgeo,omgeo llc (ny)
1899,omgeo llc,omgeo llc (ny)
1900,omnicom,omnicom capital
1901,oneneck,oneneck it services
1902,ooredoo,ooredoo kuwait
1903,opcalia,opcalia ile de france
1904,optimum credit,optimum informatique inc
1905,optiver,optiver asia pacific
1906,optiver,optiver holding b.v.
1907,optiver,optiver holding bv
1908,origin bank,origin energy
1909,origin energy,origin energy electricity ltd
1910,overland solutions,overland west
1911,owen contractors,owen electric
1912,"oxy, inc","oxy, inc."
1913,pacific primary,primary capital
1914,pactera technology international,pactera technology international ltd.
1915,pall corporation,pall corporation biopharm division
1916,palmetto health,palmetto health alliance
1917,panasonic appliances,panasonic appliances foundry
1918,panasonic appliances,panasonic appliances refrigeration devices
1919,panasonic appliances,panasonic appliances refrigeration devices
1920,panasonic lighting europe,panasonic lighting europe gmbh
1921,parexel,parexel (gb nottingham)
1922,parexel,perceptive informatics (formerly parexel north america)
1923,parkway corporation,parkway properties
1924,"paycor, inc","paycor, inc."
1925,pearson group,pearson ltd
1926,peek & cloppenburg,peek & cloppenburg kg
1927,penn mutual,penn mutual life insurance
1928,peoples bank,peoples bank - nc
1929,peoples bank,peoples bank nc
1930,peoples bank,peoples bank of the ozarks
1931,peoples bank,peoples bank tulsa
1932,peoples bank,peoples trust company
1933,peoples bank,peoples united bank
1934,peoples bank,the peoples bank of china
1935,peoples bank,the peoples bank of china shanghai
1936,peoples bank,the peoples savings bank
1937,perpetual limited,perpetual services pty limited
1938,perpetual limited,perpetual services pty ltd
1939,pew charitable trusts,the pew charitable trusts
1940,pfizer incorporated,pfizer software
1941,pgds,pgds (uk one) limited
1942,pgds,pgds (uk one) ltd
1943,pgds,pgds procurement
1944,phoenix-mesa gateway airport,phoenix-mesa gateway airport authority
1945,picard,picard surgeles
1946,piedmont healthcare,piedmont hospital
1947,pilot corporation,pilot corporation of europe
1948,pink elephant,pink elephant b.v.
1949,pioneer bank,pioneer community bank
1950,pioneer bank,pioneer federal credit union
1951,pioneer bank,pioneer investments
1952,placer county,placer county office of education
1953,planned parenthood,planned parenthood gulf coast
1954,planned parenthood,planned parenthood northern ca
1955,planned parenthood,planned parenthood of
1956,planned parenthood,planned parenthood of northwest and hawaiian island
1957,plesner advokatfirma,plesner advokatfirma - facilities
1958,plus retail,plus retail b.v.
1959,pmc,pmc group
1960,police ombudsman,the ombudsman services ltd
1961,"polycom, inc","polycom, inc."
1962,polyone,polyone corporation
1963,porsche,porsche centrum gelderland
1964,porsche,porsche engineering services gmbh
1965,porsche,porsche gb
1966,porsche,porsche schweiz ag
1967,porsche,porsche zentrum frankfurtotto glã¶ckler sportwagen gmbh
1968,portsmouth hospitals,portsmouth hospitals nhs trust
1969,prairie power,united prairie bank
1970,prestige financial,"prestige financial services, inc."
1971,pricewaterhousecoopers,pricewaterhousecoopers
1972,pricewaterhousecoopers,pricewaterhousecoopers
1973,pricewaterhousecoopers,pricewaterhousecoopers (vietnam) ltd
1974,pricewaterhousecoopers,pricewaterhousecoopers ag
1975,pricewaterhousecoopers,pricewaterhousecoopers ag_-_old_system
1976,pricewaterhousecoopers,pricewaterhousecoopers llc (tampa)
1977,pricewaterhousecoopers,pricewaterhousecoopers
1978,pricewaterhousecoopers,pricewaterhousecoopers (vietnam) ltd
1979,pricewaterhousecoopers,pricewaterhousecoopers ag
1980,pricewaterhousecoopers,pricewaterhousecoopers ag_-_old_system
1981,pricewaterhousecoopers,pricewaterhousecoopers llc (tampa)
1982,pricewaterhousecoopers,pricewaterhousecoopers (vietnam) ltd
1983,pricewaterhousecoopers,pricewaterhousecoopers ag
1984,pricewaterhousecoopers,pricewaterhousecoopers ag_-_old_system
1985,pricewaterhousecoopers,pricewaterhousecoopers llc (tampa)
1986,pro advice wirtschaftstreuhand,pro advice wirtschaftstreuhand gmbh
1987,pro logis,pro logis
1988,produban,produban srv. info (santander)
1989,profile bank,profile security services limited
1990,progressive enterprises,progressive finance
1991,protective group,protective life insurance
1992,protiviti gmbh,protiviti ltd
1993,protiviti gmbh,protiviti netherland
1994,protiviti gmbh,protiviti srl
1995,protiviti ltd,protiviti netherland
1996,protiviti ltd,protiviti srl
1997,providence capital,providence capital nv
1998,providence capital,providence hospitals
1999,providence hospitals,providence hospitals (sisters of charity)
2000,pt astra graphia,pt astra graphia information
2001,pt jawa power,pt jawa power
2002,pt mandiri sekuritas,pt mandiri sekuritas
2003,pt nutrifood indonesia,pt nutrifood indonesia
2004,pt surya madistrindo,pt surya madistrindo
2005,publicare ag,publicare gmbh
2006,pucci,pucci (subsidiaries of louis vuitton)
2007,punahou school,punahou schools
2008,pvm,pvm oil associates ltd
2009,qbe americas,qbe the americas
2010,qep resources,qep resources inc
2011,qic,qic limited
2012,qinetiq,qinetiq (united kingdom)
2013,qinetiq,qinetiq australia
2014,qinetiq,qinetiq edm
2015,qinetiq,qinetiq ltd
2016,qinetiq australia,qinetiq ltd
2017,qinetiq edm,qinetiq ltd
2018,qliktech,qliktech
2019,qsuper limited,qsuper ltd
2020,queensland police,university of queensland
2021,questar,questar assessment inc.
2022,questar,questar info comm corp
2023,rabobank,rabobank nederland
2024,raderadvies,raderadvies b.v.
2025,radiant power,"radiant systems, inc."
2026,radio france,radio france internationale (rfi)
2027,raiffeisen informatik,raiffeisen informatik consulti
2028,raiffeisen informatik,raiffeisen informatik consulting gmbh
2029,raiffeisen informatik,raiffeisen informatik consulting gmbh (ri-c)
2030,raiffeisen waren-zentrale,raiffeisen waren-zentrale rhein-main eg
2031,rana meal solutions,rana meal solutions llc
2032,rational ag,rational services ltd
2033,raymond james,raymond james & associates inc
2034,raymond james,raymond james financial
2035,raymond james,raymond james investment services ltd
2036,raymond james,raymond james ltd.
2037,raytheon,raytheon - va
2038,raytheon,raytheon applied signal technology
2039,raytheon,raytheon fss (government)
2040,raytheon,raytheon missile systems
2041,raytheon,raytheon missle systems
2042,raytheon,raytheon systems ltd
2043,rbc engineering,rbc israel
2044,rdw,rijksdienst voor wegverkeer - rdw
2045,realogy corporation,realogy services group llc
2046,reed exhibitions,reed exhibitions alcantara machado
2047,reed management,reed smith
2048,regions bank,regions financial corporation
2049,rekstrarfelag stjornarraesbygginga,rekstrarfelag stjornarraesbygginga (ministry of it)
2050,rem chemicals,rem services
2051,rennes metropole,ville de rennes – rennes metropole
2052,rennes metropole,ville de rennes – rennes metropole 
2053,republic airways,republic airways holdings (formerly
2054,republic airways,us airways
2055,republic polytechnic singapore,republic polytechnic singapore
2056,revere health,revere public schools
2057,rexel,rexel austria gmbh
2058,rexel,rexel uk
2059,rexel,rexel uk - netherlands
2060,rexel uk,rexel uk - netherlands
2061,reynolds and reynolds,reynolds army community hospital
2062,reynolds and reynolds,russell reynolds associates
2063,rice energy,rice university
2064,richard bergner,richard bergner holding gmbh & co. kg
2065,ricondo & associates,ricondo and associates
2066,ring,smalley steel ring company
2067,ring,"wuhan kyowa synchronizer ring co.,ltd."
2068,riverside bank,riverside county regional
2069,riverside bank,riverside housing
2070,riverside bank,riverside partners
2071,riverside bank,the riverside company
2072,riverside housing,riverside partners
2073,riverside housing,the riverside company
2074,riverside partners,the riverside company
2075,robeco,robeco groep
2076,robert half international,robert half international
2077,robert half international,robert half international
2078,robert half international,robert half international
2079,rockville bank,united bank / rockville bank
2080,rödl it operation,rödl it operation gmbh
2081,rogue credit union,rogue federal credit union
2082,rolex watch usa,rolex watch usa inc
2083,rolls-royce,rolls-royce deutschland ltd & co kg
2084,rolls-royce,rolls-royce digital
2085,rolls-royce,rolls-royce energy systems inc
2086,rolls-royce,rolls-royce germany
2087,rolls-royce,rolls-royce power systems ag
2088,rolls-royce,rolls-royce singapore pte
2089,rowan county,rowan university
2090,rutgers university,rutgers university foundation
2091,ryder systems,"ryder systems, inc."
2092,ryoden trading,ryoden trading
2093,saga (sh),saga group ltd
2094,saga (sh),saga services
2095,sageworks,sageworks inc.
2096,saic,"saic volkswagen automotive co.,ltd."
2097,saic,usaf luke afb c/o saic
2098,saipem sa,saipem sa france
2099,saipem sa,saipem spa
2100,salem communications,salem state university
2101,samaritan health services,samaritan health services inc
2102,samsung,samsung information systems america
2103,samsung,samsung telecommunications america inc.
2104,sanford health,sanford health systems
2105,santander consumer,santander consumer bank s.a.
2106,santander consumer,santander international
2107,santander international,santander uk plc
2108,sap se,sap usa
2109,saul ewing,saul ewing llp
2110,sba,sba network services
2111,sca hygiene ab,sca hygiene products ab
2112,scee,scee sony computer entertainment
2113,schmitz cargobull,schmitz cargobull russland
2114,scholz ag,scholz recycling gmbh
2115,schroders,schroders investment managemen
2116,sdea strasbourg,sdea strasbourg (syndic. des eaux
2117,seacon logistics,seacon logistics b.v
2118,seacon logistics,seacon logistics b.v.
2119,sealed air,sealed air corporation
2120,seb,seb it
2121,securelink,securelink nv
2122,security bank,security bank usa
2123,security bank,security federal savings bank
2124,security bank,security first bank
2125,security bank,security national bank
2126,security bank,security state bank
2127,sensus,sensus metering systems
2128,sephora,sephora sa
2129,sercel,sercel
2130,serco,serco asset team (nats)
2131,serco,serco civil government
2132,serco,serco limited
2133,serco,serco s.p.a.
2134,serco limited,serco s.p.a.
2135,service nsw,water nsw
2136,seymour bank,seymour tubing inc
2137,shanghai meadville,"shanghai meadville electronics co., ltd"
2138,shanghai tractor&internal,"shanghai tractor&internal combustion engine co.,ltd"
2139,sharp corporation,sharp healthcare
2140,shire,south gippsland shire council
2141,sho,sho st. huisartsenlaboratorium
2142,shropshire council,shropshire county council
2143,siad s.p.a.,siad spa
2144,sidra,sidra medical & research cente
2145,sidra,sidra medical & research center
2146,sidra,sidra medical & research centre
2147,siemens ag,siemens ag (germany)
2148,siemens ag,siemens ag healthcare sector
2149,siemens ag,siemens atos
2150,siemens ag,siemens healthcare gmbh
2151,siemens ag,siemens medical solutions
2152,siemens ag,siemens medical solutions -
2153,siemens ag,siemens plc
2154,siemens medical solutions,siemens medical solutions -
2155,sigmax ict specialisten,sigmax ict specialisten b.v.
2156,silversky,"silversky (formerly usa net, inc.)"
2157,sina,sina spa
2158,singapore science centre,singapore science centre
2159,sita,sita
2160,sita,sita bionergies sa
2161,sita,sita centre ouest
2162,sita,sita france idf
2163,sita,sita inc
2164,sita,sita méditérranée
2165,sita,sita region ile-de-france
2166,sita,sita sud ouest
2167,sita,sita uk limited
2168,sita,sita bionergies sa
2169,sita,sita centre ouest
2170,sita,sita france idf
2171,sita,sita inc
2172,sita,sita méditérranée
2173,sita,sita region ile-de-france
2174,sita,sita sud ouest
2175,sita,sita uk limited
2176,sita inc,sita uk limited
2177,sitech services,sitech services b.v
2178,sitel,sitel worldwide corporation
2179,skechers,skechers usa
2180,skyscape cloud services,skyscape cloud services ltd
2181,sna europe,sna europe ab
2182,snl financial,snl financial llc
2183,societe generale,societe generale global solution center pvt.ltd
2184,societe generale,societe generale global solution center pvt.ltd
2185,societe generale,societe generale hong kong
2186,societe generale,societe generale hong kong
2187,sodexo,sodexo
2188,sodexo,sodexo (ministry of justice hmg secure footprint)
2189,sodexo,sodexo belgique-belgie nv
2190,sodexo,sodexo en france
2191,sodexo,sodexo global services uk
2192,sodexo,sodexo netherlands b.v.
2193,sodexo,sodexo services gmbh
2194,sodexo,sodexo (ministry of justice hmg secure footprint)
2195,sodexo,sodexo belgique-belgie nv
2196,sodexo,sodexo en france
2197,sodexo,sodexo global services uk
2198,sodexo,sodexo netherlands b.v.
2199,sodexo,sodexo services gmbh
2200,softronic,softronic
2201,solvinity,solvinity b.v. - msp
2202,sonali bank,sonali bank uk ltd
2203,sonepar,sonepar distribution
2204,sonepar,sonepar nederland
2205,sonepar,sonepar nederland information services
2206,sonepar,sonepar nederlands information services bv.
2207,sonepar distribution,sonepar nederland
2208,sonepar nederland,sonepar nederland information services
2209,sonic corp,sonic industries
2210,south east water,south east water limited
2211,south georgia college,south georgia college inc.
2212,southampton hospital,university hospital southampton
2213,southampton hospital,university hospital southampton nhs foundation trust
2214,southern bank,southern company services
2215,southern bank,southern first bank
2216,southern bank,southern research
2217,southern bank,united southern bank
2218,southern polytechnic state,southern polytechnic state university
2219,southwest bank,southwest gas corporation
2220,southwest bank,southwest missouri bank
2221,southwest bank,southwest research institute
2222,southwest bank,state bank of southwest missouri
2223,southwire company,"southwire company, llc"
2224,sozialministeriumservice,sozialministeriumservice (formerly:bundessozialamt wien nö
2225,sozialversicherungsanstalt st.,sozialversicherungsanstalt st. gallen
2226,spark energy,spark therapeutics
2227,spawar,spawar - nsips
2228,spawar,spawar system center atlantic
2229,spawar,us navy - spawar - atlantic
2230,spawar,us navy - spawar - san diego
2231,spencer gifts,spencer gifts inc
2232,spendvision ltd,spendvision ltd
2233,springfield college,springfield school district inc
2234,springfield college,springfield service corporation
2235,spsa,spsa acting as agent
2236,sro,sro ag
2237,st andrews,st andrews healthcare
2238,stadt emmendingen,stadtwerke emmendingen gmbh
2239,stadt erding,stadtwerke erding gmbh
2240,stadt langenthal,stadt langenthal fachbereich i
2241,stadt marktheidenfeld,verwaltungsgemeinschaft marktheidenfeld
2242,stadt paderborn,stadt paderborn - lernstatt
