,Customer_Name,Similar_Name
2256,mapfre,mapfre brazil
2257,mapfre,mapfre chile
2258,mapfre,mapfre chile
2259,mapfre,mapfre colombia
2260,mapfre,mapfre colombia
2261,mapfre,mapfre colombia vida seguros s.a
2262,mapfre,mapfre colombia vida seguros s.a
2263,mapfre,mapfre genel sigorta a.s.
2264,mapfre,mapfre informatica
2265,mapfre,mapfre insular insurance
2266,mapfre,mapfre insular insurance corporation
2267,mapfre,mapfre insular insurance corporation
2268,mapfre,mapfre insular insurance corporation
2269,mapfre,mapfre la centroamericana
2270,mapfre,mapfre la centroamericana
2271,mapfre,mapfre paraguay
2272,mapfre,mapfre paraguay
2273,mapfre,mapfre peru
2274,mapfre,mapfre peru
2275,mapfre,"mapfre portugal - seguros de vida,"
2276,mapfre,"mapfre portugal - seguros de vida, s.a."
2277,mapfre,mapfre puerto rico
2278,mapfre,mapfre tepeyac
2279,mapfre,mapfre tepeyac
2280,mapfre,mapfre usa corp (formerly known as
2281,mapfre,mapfre usa corp (formerly known as
2282,mapfre,mapfre usa corp (formerly known as commerce insurance company)
2283,mapfre,mapfre usa corp (formerly known as commerce insurance company)
2284,mapfre,mapfre vera seguradora s/a
2285,mapfre,mapfre vera seguradora s/a
2286,mapfre argentina,mapfre
2287,mapfre argentina,mapfre argentina
2288,mapfre argentina,mapfre
2289,mapfre argentina,mapfre argentina
2290,mapfre bhd,mapfre
2291,mapfre bhd,mapfre bhd
2292,mapfre bhd,mapfre
2293,mapfre bhd,mapfre bhd
2294,mapfre brazil,mapfre brazil
2295,mapfre brazil,mapfre brazil
2296,mapfre chile,mapfre
2297,mapfre chile,mapfre chile
2298,mapfre chile,mapfre
2299,mapfre chile,mapfre chile
2300,mapfre colombia,mapfre
2301,mapfre colombia,mapfre colombia
2302,mapfre colombia,mapfre colombia vida seguros s.a
2303,mapfre colombia,mapfre colombia vida seguros s.a
2304,mapfre colombia,mapfre
2305,mapfre colombia,mapfre colombia
2306,mapfre colombia,mapfre colombia vida seguros s.a
2307,mapfre colombia,mapfre colombia vida seguros s.a
2308,mapfre informatica,mapfre
2309,mapfre insular insurance,mapfre insular insurance corporation
2310,mapfre insular insurance,mapfre insular insurance corporation
2311,mapfre insular insurance,mapfre insular insurance corporation
2312,mapfre la centroamericana,mapfre la centroamericana
2313,mapfre la centroamericana,mapfre la centroamericana
2314,mapfre paraguay,mapfre paraguay
2315,mapfre paraguay,mapfre paraguay
2316,mapfre peru,mapfre
2317,mapfre peru,mapfre peru
2318,mapfre peru,mapfre
2319,mapfre peru,mapfre peru
2320,mapfre tepeyac,mapfre tepeyac
2321,mapfre tepeyac,mapfre tepeyac
2322,marathon,marathon asset management
2323,marblehead bank,first marblehead corporation
2324,markel corporation,markel international
2325,markel international,markel corporation
2326,market metrics,market metrics
2327,market metrics,market metrics
2328,marposs gmbh,marposs spa
2329,marposs spa,marposs gmbh
2330,marsh inc,marsh corporate services
2331,marsh inc,marsh ltd
2332,marsh ltd,marsh corporate services
2333,marsh ltd,marsh inc
2334,martin gmbh,martin health systems
2335,marubeni corporation,marubeni corporation
2336,marubeni corporation,marubeni corporation
2337,"marubeni-itochu tubulars america,","marubeni-itochu tubulars america, inc."
2338,marval software limited,marval software limited
2339,marval software limited,marval software limited
2340,marval software limited,marval software limited
2341,marval software limited,marval software limited
2342,marval software limited,marval software limited
2343,marval software limited,marval software limited
2344,mary kay,mary kay inc.
2345,mary kay inc.,mary kay
2346,massachusetts general hospital,the massachusetts general hospital
2347,mastek limited,mastek ltd
2348,mastek ltd,mastek limited
2349,match.com,match.com international
2350,match.com international,match.com
2351,materialise nv,materialise nv - be
2352,matrix consulting,matrix medical
2353,matrix medical,matrix consulting
2354,matrix42 ag,matrix42 ag
2355,matrix42 ag,matrix42 b.v. oem
2356,matrix42 ag,matrix42 ag
2357,matrix42 ag,matrix42 b.v. oem
2358,maverick transportation,maverick usa
2359,maverick usa,maverick transportation
2360,max-planck-institut für,max-planck-institut für gesellschaftsforschung
2361,max-planck-institut für,max-planck-institut für informatik
2362,max-planck-institut für,max-planck-institut für informatik (mmci)
2363,max-planck-institut für,max-planck-institut für plasmaphysik
2364,max-planck-institut für,max-planck-institut für softwaresysteme
2365,max-planck-institut für,max-planck-institut für sonnensystemforschung
2366,mazars,mazars france
2367,mazars,mazars gmbh & co. kg
2368,mazars,mazars llp
2369,mazars,mazars nl
2370,mazars,mazars paardekooper hoffman nv
2371,mazars,mazars paardekooper hoffmann n.v.
2372,mazars,mazars russia
2373,mazars france,mazars
2374,mazars france,mazars llp
2375,mazars llp,mazars
2376,mazars llp,mazars france
2377,mazars nl,mazars
2378,mazars russia,mazars
2379,mb solutions,mb financial bank
2380,mbda,mbda deutschland gmbh
2381,mbda,mbda france
2382,mbda,mbda italia spa
2383,mbda,mbda uk limited
2384,mbda france,mbda
2385,mbda france,mbda deutschland gmbh
2386,mbda france,mbda uk limited
2387,mcgladrey llp,mcgladrey llp (n/a)
2388,mcgladrey llp,mcgladrey llp parent account
2389,mckesson,mckesson
2390,mckesson,mckesson - ga
2391,mckesson,mckesson canada
2392,mckesson,mckesson corporation
2393,mckesson,mckesson corporation-ca
2394,mckesson,mckesson information solutions uk ltd
2395,mckesson,mckesson surgical-medical
2396,mckesson,mckesson
2397,mckesson,mckesson - ga
2398,mckesson,mckesson canada
2399,mckesson,mckesson corporation
2400,mckesson,mckesson corporation-ca
2401,mckesson,mckesson information solutions uk ltd
2402,mckesson,mckesson surgical-medical
2403,mckesson canada,mckesson
2404,mckesson canada,mckesson
2405,mckesson canada,mckesson corporation
2406,mckesson corporation,mckesson
2407,mckesson corporation,mckesson
2408,mckesson corporation,mckesson - ga
2409,mckesson corporation,mckesson canada
2410,mckesson corporation-ca,mckesson
2411,mckesson corporation-ca,mckesson
2412,mckesson surgical-medical,mckesson
2413,mckesson surgical-medical,mckesson
2414,mckinsey & company,mckinsey & company inc
2415,mechanics bank,mechanics bank-ca
2416,mechanics bank,mechanics savings bank
2417,mechanics bank-ca,mechanics bank
2418,media transfer services,media transfer services
2419,media transfer services,media transfer services
2420,medical protective,protective group
2421,medical protective,protective life insurance
2422,mediq,mediq b.v.
2423,mediq,mediq direct
2424,mediq b.v.,mediq
2425,mediq b.v.,mediq direct
2426,mediq direct,mediq
2427,mediq direct,mediq b.v.
2428,meggitt plc,meggitt plc atlantic house
2429,melbourne health,city of melbourne
2430,melbourne health,melbourne business school
2431,melbourne health,melbourne health - payroll
2432,melbourne health,melbourne it group
2433,melbourne health,melbourne water corporation
2434,melbourne health,university of melbourne
2435,memorial hospital,abington memorial hospital
2436,memorial hospital,barton county memorial hospital
2437,memorial hospital,barton memorial hospital
2438,memorial hospital,bingham memorial hospital
2439,memorial hospital,butler memorial hospital
2440,memorial hospital,charlton memorial hospital
2441,memorial hospital,decatur county memorial hospital
2442,memorial hospital,door county memorial hospital
2443,memorial hospital,georgetown memorial hospital
2444,memorial hospital,huntington memorial hospital
2445,memorial hospital,lima memorial hospital
2446,memorial hospital,madison memorial hospital
2447,memorial hospital,robinson memorial hospital
2448,memorial hospital,sarasota memorial hospital
2449,memorial hospital,sweetwater county memorial hospital
2450,mercury systems,mercury marine group
2451,meritage homes,meritage homes corporation
2452,meritage homes corporation,meritage homes
2453,meritain health,meritain health/aetna
2454,meritain health/aetna,meritain health
2455,merrill lynch,merrill lynch global services
2456,merrill lynch,merrill lynch japan securities
2457,mesto most,statutarni mesto most
2458,methodist hospital,methodist hospital system
2459,methodist hospital,southern methodist university
2460,metropolitan council,metropolitan chicago healthcare council
2461,metropolitan council,walsall metropolitan borough council
2462,metropolitan washington airports,metropolitan washington airports authority
2463,mib group,mib inc
2464,mib inc,mib group
2465,microage kingston,microage kingston # 5
2466,microsoft corporation,microsoft mobile oy
2467,microtech,cascade microtech inc.
2468,midlands coop,coop
2469,midwest bank,citizens state bank - midwest
2470,midwest bank,first midwest bank
2471,midwest bank,town and country bank midwest
2472,milliman,milliman - ct
2473,milliman,milliman - wayne pa
2474,milliman,milliman inc
2475,milliman inc,milliman
2476,milliman inc,milliman - ct
2477,mills college,continental mills
2478,ministry of finance,ministry of finance
2479,ministry of finance,ministry of finance
2480,miradore,miradore
2481,miradore,miradore
2482,mirixa,mirixa corporation
2483,mirixa corporation,mirixa
2484,mishcon de reya,mishcon de reya llp
2485,miso,"midwest iso (midwest independent transmission system operator, inc.) known as miso"
2486,mitchell international,general mitchell international airport
2487,mitek industries,"mitek usa, inc."
2488,mitsubishi corporation,mitsubishi corporation (it-frontier)
2489,mitsubishi corporation,mitsubishi electric
2490,mitsubishi corporation,mitsubishi electric corporation
2491,mitsubishi corporation,mitsubishi motors corporation
2492,mitsubishi corporation,mitsubishi motors corporation
2493,mitsubishi electric,mitsubishi corporation
2494,mitsubishi electric,mitsubishi electric corporation
2495,mitsubishi electric,mitsubishi electric europe bv
2496,mitsubishi motors corporation,mitsubishi motors corporation
2497,mitsubishi motors corporation,mitsubishi motors corporation
2498,mitteldeutscher rundfunk,mdr mitteldeutscher rundfunk aör
2499,mizuho securities,mizuho securities usa inc
2500,mizuho securities,mizuho securities usa inc.
2501,mizuho securities,"mizuho securities usa, inc."
2502,mnrb holdings berhad,mnrb holdings berhad
2503,mnrb holdings berhad,mnrb holdings berhad
2504,mod,bae system - mod deployment.
2505,mod,hp es uk ltd c/o mod uk jocs
2506,mod,mod abbeywood
2507,mod,mod c/o british telecom plc
2508,mod,mod c/o fujitsu
2509,mod,mod c/o fujitsu – rfq modmastcat – 2601
2510,mod,mod c/o fujitsu rfq-dcns-501
2511,mod,mod corsham
2512,mod,mod corsham c/o hp enterprise services
2513,mod,mod corsham c/o prolinx
2514,mod,mod corsham iss pl serv
2515,mod,mod dii central budget d2407g
2516,mod,mod feltham - dgc
2517,mod,mod israel
2518,mod,mod iss
2519,mod,mod it gmbh
2520,mod,mod main building
2521,mod,mod mcs ia
2522,mod,mod taf16-01 c/0 fujitsu
2523,mod abbeywood,mod
2524,mod corsham,mod
2525,mod corsham,mod corsham c/o hp enterprise services
2526,mod corsham,mod corsham c/o prolinx
2527,mod corsham,mod corsham iss pl serv
2528,mod israel,mod
2529,mod iss,mod
2530,mom brands,l brands
2531,montgomery bank,montgomery county school district
2532,moody's corporation,moody's investors services
2533,morgan properties,morgan properties chartleytowne
2534,morgan properties,morgan properties chartleytowne (ct)
2535,mtm technologies,"mtm technologies inc - ct, stamford"
2536,mumbai international airport,mumbai international airport limited
2537,mumbai international airport,mumbai international airport limited
2538,munich re,munich re america corporation
2539,munich re,munich re trading llc
2540,murex,murex advanced technologies
2541,murex,murex services s.a.l
2542,murex,murex southeast asia pte. ltd.
2543,murray city,murray company
2544,murray city,murray school district
2545,murray company,murray city
2546,murray company,murray school district
2547,mutual bank,teachers mutual bank
2548,mutual bank,teachers mutual bank ltd
2549,mw brands,l brands
2550,nacco,nacco materials
2551,nacco materials,nacco
2552,nanchang wanda,wanda vista nanchang
2553,nasa,nasa (ksc)
2554,nasa,nasa - goddard space flight center
2555,nasa,nasa - marshall space flight center
2556,nasa,nasa - russia services group
2557,nasa,nasa ames research center
2558,nasa,nasa federal credit union
2559,nasa,nasa goddard space center
2560,nasa,nasa goddard space flight center
2561,nasa,nasa hq hitss
2562,nasa,nasa johnson space center
2563,nasa (ksc),nasa
2564,nashville holding company/citizens,nashville holding company/citizens bank
2565,national fuel,nuclear fuel services
2566,national grid,national grid gas plc
2567,national interstate,first interstate bank
2568,national interstate,interstate products
2569,national treasury,department of the treasury
2570,national treasury,treasury solicitors
2571,natixis,natixis (london)
2572,natixis,natixis global associates
2573,natixis (london),natixis
2574,ncc group,ncc group - service management
2575,ncr corporation,ncr government systems llc
2576,nds americas,nds ltd
2577,nds china,nds ltd
2578,nds ltd,nds americas
2579,nds ltd,nds china
2580,nds ltd,nds technologies france
2581,nds ltd,"nds technology (beijing) co., ltd"
2582,nebraska furniture mart,nebraska furniture mart inc
2583,nec australia,nec corporation
2584,nec australia,nec it services australia pty ltd
2585,nec corporation,nec australia
2586,netflix inc,netflix - dvd
2587,netflix inc,netflix - streaming
2588,netsourcing,netsourcing bv
2589,netsourcing bv,netsourcing
2590,network housing group,network housing group ltd
2591,network ten,region ten
2592,newcastle university,newcastle city council
2593,newcastle university,university of newcastle
2594,newcastle university,university of newcastle
2595,nexans,nexans france
2596,nexans france,nexans
2597,nexus,nexus infrastructure
2598,nexus,tlm nexus
2599,nexus infrastructure,nexus
2600,nhs lanarkshire,north lanarkshire council
2601,nhs lothian,east lothian council
2602,nhs northamptonshire,nhs northamptonshire provider services
2603,nhs northamptonshire,northamptonshire county council
2604,nhs tayside,tayside nhs board
2605,niagara college,casino niagara
2606,niagara college,first niagara bank
2607,nichols college,harvey nichols
2608,nidek,"nidek co., ltd."
2609,nidwaldner kantonalbank,nkb nidwaldner kantonalbank
2610,nielsen,pedersen & nielsen automobilforretning a/s
2611,nieuwenhuis groep,nieuwenhuis groep bv
2612,nieuwenhuis groep bv,nieuwenhuis groep
2613,nippon express,nippon express usa inc
2614,noaa,noaa - fisheries svc. alaska fisher
2615,noaa,noaa - fisheries svc. alaska fisher science center
2616,noaa,noaa - fisheries svc. alaska fisheries
2617,noaa,noaa - great lakes environmental
2618,noaa,noaa - nmfs pacific islands
2619,noaa,noaa - nmfs pacific islands fisheries science center
2620,noaa,noaa - nmfs pacific island
2621,noaa,noaa - nmfs pacific island regional office
2622,noaa,noaa - southeast fisheries science center
2623,noaa,noaa fisheries office of science &
2624,noaa,noaa fisheries office of science & technology
2625,noaa,noaa fisheries service -
2626,noaa,noaa fisheries service - alaska region
2627,noaa,"noaa fisheries service, southwest r omid long beach"
2628,noaa,"noaa fisheries service, southwest region"
2629,noaa,noaa greater atlantic field office (garfo)
2630,noaa,noaa national oceanic and atmospheric administration
2631,noaa,noaa nmfs nw regional office
2632,noaa,noaa northeast fisheries science
2633,noaa,noaa northwest fisheries science ce
2634,noaa,noaa northwest fisheries science center
2635,noaa,noaa radar operations center
2636,noaa,noaa sw fisheries science center
2637,noaa,noaa swfsc nmfs fed
2638,noble energy,noble energy inc
2639,noble energy inc,noble energy
2640,nokia corporation,nokia solutions and networks o
2641,norbert dentressangle,norbert dentressangle informatique
2642,nordstrom,nordstrom corporate data center
2643,norisk it-groep,norisk it-groep b.v.
2644,norisk it-groep b.v.,norisk it-groep
2645,northeast arc,arc international
2646,northeast bank,access northeast
2647,northeast bank,northeast community college
2648,northeast bank,northeast credit union
2649,northeast bank,northeast retirement services
2650,northern trust,northern bank & trust company
2651,northgate arinso,northgate arinso
2652,northgate arinso,northgate arinso
2653,northrop grumman,"northrop grumman - baltimore, md"
2654,northrop grumman,northrop grumman - texas department
2655,northrop grumman,northrop grumman corp (federal)
2656,northrop grumman,northrop grumman corp. (federal)
2657,northrop grumman,northrop grumman corporation
2658,northrop grumman,northrop grumman corporation - ca
2659,northrop grumman,northrop grumman enterprise management services corporation
2660,northrop grumman,northrop grumman information technology ltd
2661,northrop grumman,northrop grumman it (uk)
2662,northrop grumman,northrop grumman litef gmbh
2663,northrop grumman,northrop grumman mission sys
2664,northrop grumman,northrop grumman space & mission
2665,northrop grumman,northrop grumman space & mission systems corp.
2666,northrop grumman,northrop grumman space technology
2667,northrop grumman,northrop grumman systems
2668,northrop grumman,northrop grumman systems corporation
2669,northrop grumman corporation,northrop grumman
2670,northrop grumman corporation,northrop grumman systems corporation
2671,northrop grumman systems,northrop grumman
2672,northrop grumman systems,northrop grumman systems corporation
2673,northwest university,northwest savings bank
2674,northwest university,purdue university northwest
2675,northwest university,the northwest company
2676,norton healthcare,norton healthcare limited
2677,norton healthcare limited,norton healthcare
2678,nottingham building society,the nottingham building society
2679,nova networks,nova networks inc
2680,nova networks inc,nova networks
2681,novus group,novus international
2682,novus group,novus ti
2683,novus international,novus group
2684,novus international,novus ti
2685,novus ti,novus group
2686,novus ti,novus international
2687,nrd dallas,county of dallas
2688,nrd houston,university of houston
2689,nrd jacksonville,jacksonville bank
2690,nrd minneapolis,city of minneapolis
2691,nrd pittsburgh,university of pittsburgh
2692,nrd portland,city of portland
2693,ntt data getronics,ntt data getronics
2694,ntt data getronics,ntt data getronics
2695,nuffield college,nuffield trust
2696,nuffield trust,nuffield college
2697,nutrixo,nutrixo direction des systemes d'informatio
2698,nuveen investments,"nuveen investments holdings, inc"
2699,nyu shanghai,nyu hospitals center
2700,o2,telefonica o2
2701,o2,"telefonica o2 czech republic,"
2702,oao bank petrocommerz, oao bank petrocommerz
2703,oasis,oasis petroleum
2704,oasis petroleum,oasis
2705,oddo,oddo et cie
2706,ogden city,ogden school district
2707,ohio state university,ohio state university -
2708,ohio state university,ohio state university 2
2709,old mutual,old mutual asset managers (uk) limited
2710,old mutual,old mutual global investors
2711,oldcastle,oldcastle it service manager
2712,olympus corporation,"olympus group, inc."
2713,omgeo,omgeo llc
2714,omgeo,omgeo llc (ny)
2715,omgeo llc,omgeo
2716,omgeo llc,omgeo llc (ny)
2717,omnicom,omnicom capital
2718,omnicom capital,omnicom
2719,oneneck,oneneck it services
2720,ooredoo,ooredoo kuwait
2721,ooredoo kuwait,ooredoo
2722,opcalia,opcalia ile de france
2723,optimum credit,optimum informatique inc
2724,optiver,optiver asia pacific
2725,optiver,optiver holding b.v.
2726,optiver,optiver holding bv
2727,origin bank,origin energy
2728,origin energy,origin bank
2729,origin energy,origin energy electricity ltd
2730,ovation payroll,heartland ovation payroll
2731,overland solutions,overland west
2732,overland west,overland solutions
2733,owen contractors,owen electric
2734,owen electric,owen contractors
2735,oxea gmbh,oxea deutschland gmbh
2736,"oxy, inc","oxy, inc."
2737,"oxy, inc.","oxy, inc"
2738,pacific primary,primary capital
2739,pactera technology international,pactera technology international ltd.
2740,pall corporation,pall corporation biopharm division
2741,palmetto health,palmetto health alliance
2742,panasonic appliances,panasonic appliances foundry
2743,panasonic appliances,panasonic appliances refrigeration devices
2744,panasonic appliances,panasonic appliances refrigeration devices
2745,panasonic lighting europe,panasonic lighting europe gmbh
2746,parexel,parexel (gb nottingham)
2747,parexel,perceptive informatics (formerly parexel north america)
2748,parkland hospital,parkland health & hospital system
2749,parkway corporation,parkway properties
2750,parkway properties,parkway corporation
2751,paul hastings,hastings college
2752,"paycor, inc","paycor, inc."
2753,"paycor, inc.","paycor, inc"
2754,pearland isd,city of pearland
2755,pearson group,pearson ltd
2756,pearson ltd,pearson group
2757,peek & cloppenburg,peek & cloppenburg kg
2758,penn mutual,penn mutual life insurance
2759,pentland brands,l brands
2760,peoples bank,peoples bank - nc
2761,peoples bank,peoples bank nc
2762,peoples bank,peoples bank of the ozarks
2763,peoples bank,peoples bank tulsa
2764,peoples bank,peoples trust company
2765,peoples bank,peoples united bank
2766,peoples bank,the peoples bank of china
2767,peoples bank,the peoples bank of china shanghai
2768,peoples bank,the peoples savings bank
2769,peoples bank nc,peoples bank - nc
2770,perpetual limited,perpetual services pty limited
2771,perpetual limited,perpetual services pty ltd
2772,peterson management,peterson holding company
2773,pew charitable trusts,the pew charitable trusts
2774,pfizer incorporated,pfizer software
2775,pfizer software,pfizer incorporated
2776,pgds,pgds (uk one) limited
2777,pgds,pgds (uk one) ltd
2778,pgds,pgds procurement
2779,pgds procurement,pgds
2780,phoenix-mesa gateway airport,phoenix-mesa gateway airport authority
2781,picard,picard surgeles
2782,picard surgeles,picard
2783,piedmont healthcare,piedmont hospital
2784,piedmont hospital,piedmont healthcare
2785,pilot corporation,pilot corporation of europe
2786,pink elephant,pink elephant b.v.
2787,pink elephant b.v.,pink elephant
2788,pioneer bank,pioneer community bank
2789,pioneer bank,pioneer federal credit union
2790,pioneer bank,pioneer investments
2791,pioneer investments,pioneer bank
2792,placer county,placer county office of education
2793,planned parenthood,planned parenthood gulf coast
2794,planned parenthood,planned parenthood northern ca
2795,planned parenthood,planned parenthood of
2796,planned parenthood,planned parenthood of northwest and hawaiian island
2797,planned parenthood of,planned parenthood
2798,plesner advokatfirma,plesner advokatfirma - facilities
2799,plus retail,plus retail b.v.
2800,plus retail b.v.,plus retail
2801,pmc,pmc group
2802,pmc group,pmc
2803,police ombudsman,the ombudsman services ltd
2804,"polycom, inc","polycom, inc."
2805,"polycom, inc.","polycom, inc"
2806,polyone,polyone corporation
2807,polyone corporation,polyone
2808,porsche,dr. ing. h. c. f. porsche ag
2809,porsche,dr. ing. h.c. f. porsche ag
2810,porsche,porsche centrum gelderland
2811,porsche,porsche engineering services gmbh
2812,porsche,porsche gb
2813,porsche,porsche schweiz ag
2814,porsche,porsche zentrum frankfurtotto glã¶ckler sportwagen gmbh
2815,porsche gb,porsche
2816,portsmouth hospitals,portsmouth hospitals nhs trust
2817,prairie power,united prairie bank
2818,prestige financial,"prestige financial services, inc."
2819,pricewaterhousecoopers,pricewaterhousecoopers
2820,pricewaterhousecoopers,pricewaterhousecoopers
2821,pricewaterhousecoopers,pricewaterhousecoopers (vietnam) ltd
2822,pricewaterhousecoopers,pricewaterhousecoopers ag
2823,pricewaterhousecoopers,pricewaterhousecoopers ag_-_old_system
2824,pricewaterhousecoopers,pricewaterhousecoopers llc (tampa)
2825,pricewaterhousecoopers,pricewaterhousecoopers
2826,pricewaterhousecoopers,pricewaterhousecoopers
2827,pricewaterhousecoopers,pricewaterhousecoopers (vietnam) ltd
2828,pricewaterhousecoopers,pricewaterhousecoopers ag
2829,pricewaterhousecoopers,pricewaterhousecoopers ag_-_old_system
2830,pricewaterhousecoopers,pricewaterhousecoopers llc (tampa)
2831,pricewaterhousecoopers,pricewaterhousecoopers
2832,pricewaterhousecoopers,pricewaterhousecoopers
2833,pricewaterhousecoopers,pricewaterhousecoopers (vietnam) ltd
2834,pricewaterhousecoopers,pricewaterhousecoopers ag
2835,pricewaterhousecoopers,pricewaterhousecoopers ag_-_old_system
2836,pricewaterhousecoopers,pricewaterhousecoopers llc (tampa)
2837,pricewaterhousecoopers ag,pricewaterhousecoopers
2838,pricewaterhousecoopers ag,pricewaterhousecoopers
2839,pricewaterhousecoopers ag,pricewaterhousecoopers
2840,pricewaterhousecoopers ag_-_old_system,pricewaterhousecoopers
2841,pricewaterhousecoopers ag_-_old_system,pricewaterhousecoopers
2842,pricewaterhousecoopers ag_-_old_system,pricewaterhousecoopers
2843,primary capital,pacific primary
2844,pro advice wirtschaftstreuhand,pro advice wirtschaftstreuhand gmbh
2845,pro logis,pro logis
2846,pro logis,pro logis
2847,produban,produban srv. info (santander)
2848,profile bank,profile security services limited
2849,progressive enterprises,progressive finance
2850,progressive finance,progressive enterprises
2851,protective group,medical protective
2852,protective group,protective life insurance
2853,protiviti gmbh,protiviti ltd
2854,protiviti gmbh,protiviti netherland
2855,protiviti gmbh,protiviti srl
2856,protiviti ltd,protiviti gmbh
2857,protiviti ltd,protiviti netherland
2858,protiviti ltd,protiviti srl
2859,protiviti netherland,protiviti gmbh
2860,protiviti netherland,protiviti ltd
2861,protiviti srl,protiviti gmbh
2862,protiviti srl,protiviti ltd
2863,providence capital,providence capital nv
2864,providence capital,providence hospitals
2865,providence hospitals,providence capital
2866,providence hospitals,providence hospitals (sisters of charity)
2867,pt astra graphia,pt astra graphia information
2868,pt jawa power,pt jawa power
2869,pt jawa power,pt jawa power
2870,pt mandiri sekuritas,pt mandiri sekuritas
2871,pt mandiri sekuritas,pt mandiri sekuritas
2872,pt nutrifood indonesia,pt nutrifood indonesia
2873,pt nutrifood indonesia,pt nutrifood indonesia
2874,pt surya madistrindo,pt surya madistrindo
2875,pt surya madistrindo,pt surya madistrindo
2876,publicare ag,publicare gmbh
2877,publicare gmbh,publicare ag
2878,pucci,pucci (subsidiaries of louis vuitton)
2879,puls gmbh,puls 4 tv gmbh & co kg
2880,punahou school,punahou schools
2881,punahou schools,punahou school
2882,pvm,pvm oil associates ltd
2883,qbe americas,qbe the americas
2884,qbe the americas,qbe americas
2885,qep resources,qep resources inc
2886,qep resources inc,qep resources
2887,qic,qic limited
2888,qic limited,qic
2889,qinetiq,qinetiq (united kingdom)
2890,qinetiq,qinetiq australia
2891,qinetiq,qinetiq edm
2892,qinetiq,qinetiq ltd
2893,qinetiq australia,qinetiq
2894,qinetiq australia,qinetiq ltd
2895,qinetiq edm,qinetiq
2896,qinetiq edm,qinetiq ltd
2897,qinetiq ltd,qinetiq
2898,qinetiq ltd,qinetiq australia
2899,qinetiq ltd,qinetiq edm
2900,qliktech,qliktech
2901,qliktech,qliktech
2902,qsuper limited,qsuper ltd
2903,qsuper ltd,qsuper limited
2904,queensland police,bank of queensland
2905,queensland police,university of queensland
2906,questar,questar assessment inc.
2907,questar,questar info comm corp
2908,rabobank,rabobank nederland
2909,rabobank nederland,rabobank
2910,raderadvies,raderadvies b.v.
2911,raderadvies b.v.,raderadvies
2912,radiant power,"radiant systems, inc."
2913,radio france,radio france internationale (rfi)
2914,raiffeisen informatik,raiffeisen informatik consulti
2915,raiffeisen informatik,raiffeisen informatik consulting gmbh
2916,raiffeisen informatik,raiffeisen informatik consulting gmbh (ri-c)
2917,raiffeisen waren-zentrale,raiffeisen waren-zentrale rhein-main eg
2918,rana meal solutions,rana meal solutions llc
2919,rational ag,rational services ltd
2920,raymond james,raymond james & associates inc
2921,raymond james,raymond james financial
2922,raymond james,raymond james investment services ltd
2923,raymond james,raymond james ltd.
2924,raymond james financial,raymond james
2925,raymond james ltd.,raymond james
2926,raytheon,csc - raytheon
2927,raytheon,csc / raytheon government
2928,raytheon,raytheon - va
2929,raytheon,raytheon applied signal technology
2930,raytheon,raytheon fss (government)
2931,raytheon,raytheon missile systems
2932,raytheon,raytheon missle systems
2933,raytheon,raytheon systems ltd
2934,rbc engineering,rbc israel
2935,rbc israel,rbc engineering
2936,rdw,rijksdienst voor wegverkeer - rdw
2937,reading hospital,reading cooperative bank
2938,realogy corporation,realogy services group llc
2939,reckitt benckiser,reckitt benckiser uk ltd
2940,reed exhibitions,reed exhibitions alcantara machado
2941,reed management,reed group ltd
2942,reed management,"reed group, ltd"
2943,reed management,reed smith
2944,reed smith,reed group ltd
2945,reed smith,reed management
2946,regents college,board of regents
2947,regents college,georgia regents university
2948,region ten,network ten
2949,regions bank,regions financial corporation
2950,rekstrarfelag stjornarraesbygginga,rekstrarfelag stjornarraesbygginga (ministry of it)
2951,rem chemicals,rem services
2952,rem services,rem chemicals
2953,rennes metropole,ville de rennes – rennes metropole
2954,rennes metropole,ville de rennes – rennes metropole 
2955,republic airways,republic airways holdings (formerly
2956,republic airways,us airways
2957,republic first bank,first republic bank
2958,republic polytechnic singapore,republic polytechnic singapore
2959,republic polytechnic singapore,republic polytechnic singapore
2960,republic services,first republic bank
2961,republic services,republic bank limited
2962,republic services,republic first bank
2963,resource bank,first resource bank
2964,revenue nsw,css - nsw office of state revenue
2965,revere health,revere public schools
2966,rexel,rexel austria gmbh
2967,rexel,rexel uk
2968,rexel,rexel uk - netherlands
2969,rexel uk,rexel
2970,rexel uk,rexel austria gmbh
2971,rexel uk,rexel uk - netherlands
2972,reynolds and reynolds,reynolds army community hospital
2973,reynolds and reynolds,russell reynolds associates
2974,rice energy,rice university
2975,rice university,rice energy
2976,richard bergner,richard bergner holding gmbh & co. kg
2977,richardson isd,richardson international limited
2978,ricondo & associates,ricondo and associates
2979,ricondo and associates,ricondo & associates
2980,ring,"nanjing securities beijing east third ring road, securities"
2981,ring,smalley steel ring company
2982,ring,"wuhan kyowa synchronizer ring co.,ltd."
2983,riverside bank,riverside county regional
2984,riverside bank,riverside housing
2985,riverside bank,riverside partners
2986,riverside bank,the riverside company
2987,riverside housing,riverside bank
2988,riverside housing,riverside partners
2989,riverside housing,the riverside company
2990,riverside partners,riverside bank
2991,riverside partners,riverside housing
2992,riverside partners,the riverside company
2993,robeco,canara robeco asset management company limited
2994,robeco,robeco groep
2995,robeco groep,robeco
